costat,curcd,datafmt,indfmt,consol,gvkey,fyear,act,at,lct,lt,pstkrv,seq,dvt,ni,capx,csho,derhedgl,dt,mkvalt,prcc_f
A,USD,STD,INDL,C,163612,2013,,,,,,,,,,97.5490,,,,9.080000000000
A,USD,STD,INDL,C,163614,2013,,,,,,,,,,77.9630,,,,9.020000000000
A,USD,STD,INDL,C,163620,2013,,,,,,,,,,7.7370,,,,33.550000000000
I,CAD,STD,INDL,C,163626,2013,464.3010,773.7920,303.0640,539.4530,0.0000,234.3390,11.9140,-9.7150,39.9000,19.8660,,230.6050,327.3917,16.480000000000
I,USD,STD,INDL,C,163627,2013,231.1050,1172.3150,290.6450,1005.5950,0.0000,166.7200,0.0000,-163.2320,9.3520,22.3760,-11.3260,590.9370,456.2466,20.390000000000
I,USD,STD,INDL,C,163629,2013,436.1390,1507.0810,171.3010,917.5070,0.0000,589.5740,0.0000,162.7520,53.2390,61.4040,,620.5770,3061.6034,49.860000000000
A,USD,STD,INDL,C,163631,2013,,,,,,,,,,42.8590,,,,61.710000000000
A,USD,STD,INDL,C,163632,2013,,,,,,,,,,1227.1980,,,,41.865000000000
I,USD,STD,FS,C,163633,2013,,319.0270,,267.1760,,51.7460,0.5280,,,,,,45.9144,19.480000000000
I,USD,STD,INDL,C,163633,2013,,319.0270,,267.1760,0.0000,51.7460,0.5280,2.2350,0.3610,2.3570,,,45.9144,19.480000000000
A,CAD,STD,INDL,C,163640,2013,0.5900,4.4710,1.5090,1.8790,0.0000,2.5920,0.0000,-0.4100,2.3420,27.1460,,0.1250,2.3074,0.085000000000
A,USD,STD,FS,C,163667,2013,,170.6100,,148.8050,,21.8050,0.0000,,,,,,17.7395,8.500000000000
A,USD,STD,INDL,C,163667,2013,,170.6100,,148.8050,0.3190,21.8050,0.0000,0.9290,0.0090,2.0870,,,17.7395,8.500000000000
A,USD,STD,INDL,C,163668,2013,103.6220,305.9490,56.5810,160.7530,0.0000,145.1960,6.7090,-51.2860,6.5380,24.0090,,90.1160,119.5648,4.980000000000
A,USD,STD,INDL,C,163669,2013,191.5380,6282.2430,499.3790,4668.5110,0.0000,1613.7320,84.1290,233.5060,821.5880,52.5000,,,5030.5500,95.820000000000
I,USD,STD,FS,C,163673,2013,,1380.9250,,1255.8620,,125.0630,0.0000,,,,,,144.4135,19.250000000000
I,USD,STD,INDL,C,163673,2013,,1380.9250,,1255.8620,0.0000,125.0630,0.0000,11.3150,7.5870,7.5020,,,144.4135,19.250000000000
I,USD,STD,FS,C,163678,2013,,527.3270,,308.7230,,218.6040,0.0000,,,,,,658.6407,9.990000000000
I,USD,STD,INDL,C,163678,2013,,527.3270,,308.7230,0.0000,218.6040,0.0000,24.3980,13.9860,65.9300,,103.0000,658.6407,9.990000000000
I,USD,STD,FS,C,163680,2013,,11600.1880,,11292.4350,,151.2600,4.1560,,,,,,,7.780000000000
I,USD,STD,INDL,C,163680,2013,,11600.1880,,11292.4350,0.0000,151.2600,4.1560,23.3710,1.0160,20.7910,-0.0510,10624.1390,,7.780000000000
I,USD,STD,FS,C,163681,2013,,2481.8430,,2179.0640,,302.7790,8.4960,,,,,,373.6442,18.890000000000
I,USD,STD,INDL,C,163681,2013,,2481.8430,,2179.0640,0.0000,302.7790,8.4960,17.4020,3.3620,19.7800,,,373.6442,18.890000000000
I,USD,STD,INDL,C,163685,2013,61.9310,1723.4140,1192.2190,1192.2190,0.0000,531.1950,0.0000,-70.5210,0.1650,16.7830,,1174.0440,77.0340,4.590000000000
I,USD,STD,INDL,C,163692,2013,62.3720,512.8250,41.1370,315.9500,0.0000,194.4820,44.4000,3.8690,41.8410,81.3580,0.6090,220.2440,497.0974,6.110000000000
I,CAD,STD,INDL,C,163697,2013,73.2210,1546.7290,138.7440,880.8800,0.0000,665.8490,50.1880,11.4670,399.9800,125.1740,-12.7860,550.5300,3454.8024,27.600000000000
A,CAD,STD,INDL,C,163708,2013,0.9340,1.1250,0.7210,0.7420,0.0000,0.3830,0.0000,-0.4310,0.0410,55.9500,,0.0470,2.5178,0.045000000000
A,CAD,STD,INDL,C,163712,2013,22.4000,180.4860,8.7790,51.4640,0.0000,129.0220,0.0000,10.9100,11.8130,200.1930,,0.2000,208.2007,1.040000000000
I,USD,STD,INDL,C,163731,2013,,,,,,,,,,2.1000,,,,23.732000000000
I,USD,STD,INDL,C,163732,2013,,,,,,,,,,6.6000,,,,36.960000000000
I,USD,STD,INDL,C,163733,2013,,,,,,,,,,0.6500,,,,23.335500000000
A,CAD,STD,INDL,C,163743,2013,1.2490,8.2940,0.0880,0.0880,0.0000,8.2060,0.0000,-6.8300,0.1300,76.2740,,0.0000,2.2882,0.030000000000
A,CAD,STD,INDL,C,163746,2013,15.2070,36.8320,0.8350,0.8350,0.0000,35.9970,0.0000,-7.1700,0.9660,92.0770,,0.0000,21.6381,0.235000000000
A,USD,STD,INDL,C,163765,2013,995.3320,2102.7540,570.1710,1482.0290,0.0000,618.1500,5.1630,47.9410,183.3360,16.6770,0.0800,684.4240,819.0075,49.110000000000
I,USD,STD,INDL,C,163768,2013,32.9430,171.7560,61.2790,162.2460,0.0000,9.5100,0.0000,-20.7890,4.0530,23.3110,-8.6580,92.4600,170.1703,7.300000000000
I,USD,STD,INDL,C,163769,2013,306.8190,414.6280,66.3620,66.6520,0.0000,314.0790,0.0000,-2.4700,9.8730,52.9340,-0.1500,0.2900,,1.670000000000
I,USD,STD,INDL,C,163772,2013,800.8370,1380.9210,403.1260,843.4610,0.0000,537.4600,0.0000,-78.2680,56.0020,58.8830,-7.7920,501.9320,817.8849,13.890000000000
A,USD,STD,INDL,C,163773,2013,,,,,,,,,,24.6550,,,,14.890000000000
I,USD,STD,INDL,C,163774,2013,0.1260,9.6600,1.4840,2.2690,0.0000,7.3910,0.0000,-35.7120,0.5760,162.6090,0.4730,0.0000,2.1139,0.013000000000
A,CAD,STD,INDL,C,163786,2013,,,,,,,,,,12.4890,,,,4.600000000000
I,CAD,STD,INDL,C,163787,2013,10.9960,47.6190,1.2700,4.8570,0.0000,42.7620,0.0000,-5.1310,23.2440,679.9900,,0.0000,44.1994,0.065000000000
A,USD,STD,INDL,C,163797,2013,1.1820,1.2200,0.8030,0.8030,0.0000,0.4170,0.0000,-7.8240,0.0100,175.6040,0.0000,0.0000,21.0725,0.120000000000
I,CAD,STD,INDL,C,163799,2013,25.0250,89.3700,25.9760,46.9420,0.0000,42.4280,0.0000,1.1760,29.8250,134.3300,,20.1750,45.6722,0.340000000000
I,USD,STD,INDL,C,163806,2013,12.6890,22.5090,20.6610,37.9170,0.0000,-15.2830,0.0000,-48.3090,,32.2730,,21.0720,141.0330,4.370000000000
A,USD,STD,INDL,C,163807,2013,,,,,,,,,,17.8410,,,,15.420000000000
A,USD,STD,INDL,C,163822,2013,12.1400,14.9390,2.0950,2.2720,0.0000,12.6670,0.0000,-9.0770,1.3170,34.0060,,0.0000,47.9485,1.410000000000
I,CAD,STD,INDL,C,163840,2013,83.9540,166.9020,71.9670,84.3450,0.0000,82.5570,0.0000,-1.7540,14.5350,71.5330,,18.7090,61.5184,0.860000000000
A,USD,STD,INDL,C,163844,2013,,,,,,,,,,12.0160,,,,15.570000000000
I,USD,STD,INDL,C,163846,2013,,,,,,,,,,5.7980,,,,11.960000000000
A,USD,STD,INDL,C,163850,2013,2.4260,3.2290,0.9860,0.9860,0.0000,2.2430,0.0000,-6.0870,0.1050,52.3790,,0.0000,24.6181,0.470000000000
A,USD,STD,INDL,C,163863,2013,,,,,,,,,,,,,,0.250000000000
I,USD,STD,FS,C,163867,2013,,1119.9340,,988.4720,,131.4620,1.3180,,,,,,189.0851,22.950000000000
I,USD,STD,INDL,C,163867,2013,,1119.9340,,988.4720,0.0000,131.4620,1.3180,9.3170,0.3260,8.2390,,,189.0851,22.950000000000
A,CAD,STD,INDL,C,163871,2013,48.7140,51.7130,6.0580,6.0580,0.0000,45.6550,0.0000,33.1580,0.2340,44.1560,,0.0000,53.8703,1.220000000000
I,USD,STD,FS,C,163872,2013,,2326.4270,,2137.2780,,189.1490,0.2500,,,,,,,
I,USD,STD,INDL,C,163872,2013,,2326.4270,,2137.2780,0.0000,189.1490,0.2500,22.3830,0.9160,23.6120,,,,
I,USD,STD,INDL,C,163877,2013,211.4410,623.7740,88.2320,381.9390,0.0000,241.8350,35.1640,36.1930,40.3550,31.7190,0.0000,221.0000,390.1437,12.300000000000
I,USD,STD,INDL,C,163878,2013,172.7520,250.2490,56.1850,68.2300,0.0000,182.0190,4.3830,35.2030,18.7280,12.3610,0.0000,0.0000,821.2648,66.440000000000
A,USD,STD,FS,C,163884,2013,,2044.0340,,993.8680,,1050.1660,69.5880,,,,,,,11.950000000000
A,USD,STD,INDL,C,163884,2013,,2044.0340,,993.8680,0.0000,1050.1660,69.5880,19.8270,,100.1870,,926.5000,,11.950000000000
I,USD,STD,INDL,C,163887,2013,31.3070,127.0920,8.8670,42.2430,0.0000,84.8490,10.7080,13.3190,12.1710,8.0670,,15.0790,264.9203,32.840000000000
A,USD,STD,INDL,C,163889,2013,52.4870,111.9470,26.7130,39.3430,0.0000,72.6040,0.0000,-11.4620,2.8640,23.2480,-0.2720,6.4500,434.2726,18.680000000000
I,USD,STD,INDL,C,163891,2013,38.9900,228.0810,80.6030,127.4280,0.0000,100.6530,4.2780,22.4890,15.3110,34.9180,,19.0000,496.1848,14.210000000000
I,CAD,STD,INDL,C,164631,2013,3.4040,4.8430,4.2550,4.3610,0.0000,0.4820,0.0000,-28.2690,13.2460,13.8990,,0.0000,2.4323,0.175000000000
I,USD,STD,INDL,C,163893,2013,642.8220,802.5550,364.7770,376.2360,0.0000,426.3190,0.0000,62.8490,10.7800,12.8480,,0.1190,1918.9773,149.360000000000
A,USD,STD,INDL,C,163899,2013,,,,,,,,,,4.2000,,,,129.850000000000
I,CAD,STD,INDL,C,163904,2013,,243.2180,,174.8780,0.0000,68.3400,12.4760,20.1990,0.2870,26.4710,0.0750,0.0000,330.8875,12.500000000000
I,USD,STD,INDL,C,163916,2013,138.4440,1277.7590,257.3160,1107.7140,0.0000,170.0450,0.0000,-65.6640,14.7130,51.1930,,563.0920,1627.4255,31.790000000000
A,USD,STD,FS,C,163920,2013,,9307.0950,,8451.8440,,855.2510,1.4100,,,,,,2080.2580,23.860000000000
A,USD,STD,INDL,C,163920,2013,,9307.0950,,8451.8440,141.0000,855.2510,1.4100,114.5230,18.8730,87.1860,,,2080.2580,23.860000000000
I,USD,STD,INDL,C,163921,2013,914.0000,22358.0000,1694.0000,11799.0000,0.0000,10144.0000,1846.0000,1067.0000,2933.0000,438.6260,,9057.0000,22308.5184,50.860000000000
A,USD,STD,FS,C,163924,2013,,1806.7930,,1105.3030,,701.4900,0.0000,,,,,,,
A,USD,STD,INDL,C,163924,2013,,1806.7930,,1105.3030,0.0000,701.4900,0.0000,67.3370,,28.5400,,190.5220,,
I,USD,STD,FS,C,163926,2013,,583.1570,,523.9940,,59.1630,0.0000,,,,,,51.2449,13.300000000000
I,USD,STD,INDL,C,163926,2013,,583.1570,,523.9940,0.0000,59.1630,0.0000,-1.8250,0.1950,3.8530,,,51.2449,13.300000000000
I,USD,STD,INDL,C,163927,2013,607.1400,656.4880,22.2850,28.4590,0.0000,628.0290,0.0000,69.9930,12.0490,31.3900,,0.0000,1937.7047,61.730000000000
A,USD,STD,INDL,C,163930,2013,165.8780,2957.2540,1481.6260,1648.4490,0.0000,967.4690,0.0000,-147.7410,146.5550,44.4490,-0.0040,1595.9450,111.1225,2.500000000000
I,USD,STD,INDL,C,163931,2013,19.2950,19.5560,0.9340,6.9310,0.0000,12.6250,0.0000,-9.4990,0.0500,146.7180,-1.3660,0.0000,74.8262,0.510000000000
A,USD,STD,INDL,C,163935,2013,1374.3110,2427.9220,972.5720,1964.7420,0.0000,415.2370,67.5420,42.6150,67.1320,27.2610,,910.7940,964.7668,35.390000000000
I,CAD,STD,INDL,C,163937,2013,2.7260,4.3090,3.0000,3.1750,0.0000,1.1340,0.0000,-0.6470,0.0010,39.7500,0.0000,0.5450,3.1800,0.080000000000
I,USD,STD,INDL,C,163939,2013,601.3940,2245.1400,540.5310,1619.7360,0.6820,597.9590,26.3690,22.9860,68.5130,68.6410,,612.2480,1135.3221,16.540000000000
A,USD,STD,INDL,C,163946,2013,2630.1000,10678.1000,828.3000,5239.7000,0.0000,5076.1000,129.1000,1464.6000,823.8000,55.8480,,3098.1000,13014.8179,233.040000000000
I,USD,STD,INDL,C,163947,2013,12.4220,151.3310,291.7010,292.6800,0.0000,-139.9940,0.0000,-158.2320,1.6710,32.3400,-0.2200,161.9570,57.2418,1.770000000000
I,USD,STD,INDL,C,163948,2013,1735.9000,3737.8000,969.8000,2436.4000,0.0000,1297.4000,0.0000,168.4000,82.6000,76.2940,-14.7000,1282.4000,4549.4112,59.630000000000
A,CAD,STD,INDL,C,163949,2013,0.6670,3.4480,0.4280,1.1950,0.0000,2.2530,0.0000,-0.9250,0.0900,89.6840,,0.0000,1.7937,0.020000000000
I,USD,STD,INDL,C,163951,2013,1.7530,3.8810,3.9260,8.8450,0.0000,-4.9640,0.2000,-8.3940,0.6480,17.7190,,4.5500,35.4380,2.000000000000
I,CAD,STD,INDL,C,163954,2013,,49.7370,,0.4000,0.0000,49.3370,4.0230,4.1420,0.0000,7.1090,,0.0000,48.1279,6.770000000000
I,USD,STD,FS,C,163963,2013,,4592.4820,,1804.6590,,2787.8230,191.4730,,,,,,,25.000000000000
I,USD,STD,INDL,C,163963,2013,,4592.4820,,1804.6590,0.0000,2787.8230,191.4730,15.7200,0.0000,124.8300,,1609.1790,,25.000000000000
A,USD,STD,INDL,C,163965,2013,3.4870,4.0460,3.0650,3.0650,15.2490,0.9810,2.3950,-4.6780,0.0390,251.3200,,1.6440,31.4150,0.125000000000
A,CAD,STD,INDL,C,163968,2013,127.5470,442.4380,63.7080,234.5790,0.0000,202.2130,14.9270,18.6070,3.8660,28.3140,0.2320,156.8610,475.6752,16.800000000000
A,USD,STD,INDL,C,163983,2013,649.6890,2721.0540,240.3640,1447.9360,0.0000,1273.1180,0.0000,86.9880,74.7800,36.4930,0.9370,940.4960,2515.0976,68.920000000000
A,USD,STD,INDL,C,163984,2013,832.0000,2175.0000,345.0000,1140.0000,0.0000,1035.0000,0.0000,-2.0000,75.0000,7.0940,,487.0000,,
I,CAD,STD,INDL,C,163985,2013,1.0600,2.5280,1.0310,1.0310,0.0000,1.4970,0.0000,-2.9960,0.0040,96.8080,,0.0000,15.0052,0.155000000000
I,USD,STD,INDL,C,163987,2013,64.9340,248.6680,59.8350,82.0580,0.0000,166.6100,0.0000,-10.8220,56.2260,30.3100,,18.8370,208.8359,6.890000000000
I,USD,STD,INDL,C,163991,2013,58.3400,90.2120,19.7850,22.3970,0.0000,67.8150,0.0000,33.8980,1.1710,15.5550,,2.3920,888.1905,57.100000000000
I,USD,STD,INDL,C,164004,2013,0.6030,2.8070,0.9030,1.1090,0.0000,1.6980,0.0000,-0.7250,1.3330,7.4090,,0.1750,2.0819,0.281000000000
I,USD,STD,INDL,C,164006,2013,,,,,,,,,,20.0370,,,,33.040000000000
I,USD,STD,INDL,C,164009,2013,,,,,,,,,,25.6790,,,,12.640000000000
A,USD,STD,INDL,C,164010,2013,,,,,,,,,,4.2130,,,,15.788000000000
A,USD,STD,INDL,C,164011,2013,,,,,,,,,,69.4830,,,,14.740000000000
A,USD,STD,INDL,C,164012,2013,,,,,,,,,,10.3570,,,,23.670000000000
A,CAD,STD,INDL,C,164025,2013,0.8470,1.7660,4.1700,4.1740,0.0000,-2.4080,0.0000,-4.6350,0.0140,135.5910,,0.0000,3.3898,0.025000000000
A,USD,STD,INDL,C,164046,2013,512.3920,1904.5500,266.5650,474.6420,0.0000,1429.9080,0.0000,126.2880,367.3220,283.2100,,0.0000,2070.2651,7.310000000000
I,USD,STD,FS,C,164059,2013,,1407.8160,,1269.8920,,137.9240,0.0000,,,,,,193.6959,17.480000000000
I,USD,STD,INDL,C,164059,2013,,1407.8160,,1269.8920,0.0000,137.9240,0.0000,9.7850,1.2060,11.0810,,,193.6959,17.480000000000
A,CAD,STD,INDL,C,164065,2013,2.8840,6.4410,0.6370,0.6370,0.0000,5.8040,0.0000,-4.3700,0.3120,30.8360,-0.0040,0.0000,29.2942,0.950000000000
A,USD,STD,INDL,C,164086,2013,100.2310,601.5670,155.0260,412.0060,0.0000,189.5610,0.0000,29.4350,78.9990,32.7910,0.0290,238.7500,1618.8917,49.370000000000
A,CAD,STD,INDL,C,164094,2013,19.0200,116.1510,20.1720,53.6080,0.0000,62.5430,5.1830,3.3320,10.9690,7.9290,0.0000,27.8930,113.6781,14.450000000000
I,USD,STD,INDL,C,164099,2013,110.6910,304.5780,43.8910,147.1490,27.0920,157.4290,1.0570,-7.2280,2.4730,54.8460,,104.7610,208.4148,3.800000000000
I,USD,STD,INDL,C,164109,2013,815.9400,16504.9640,1252.7330,10613.5370,0.0000,5891.4270,682.2410,-691.3370,1449.5900,329.6610,,9170.2160,10150.2622,30.790000000000
A,USD,STD,INDL,C,164116,2013,30.1830,40.0740,12.5500,14.4430,0.0000,25.5090,4.2890,10.0370,0.4870,10.0920,,0.0000,206.4823,20.460000000000
A,CAD,STD,INDL,C,164125,2013,,,,,,,,,,22.1400,,,,11.040000000000
I,USD,STD,FS,C,164132,2013,,4877.5760,,2568.7420,,2307.3400,165.0660,,,,,,3005.7614,12.720000000000
I,USD,STD,INDL,C,164132,2013,,4877.5760,,2568.7420,0.0050,2307.3400,165.0660,13.6260,0.0000,236.3020,0.9120,2299.6330,3005.7614,12.720000000000
A,USD,STD,FS,C,164155,2013,,330.6940,,109.8570,,220.8370,18.7970,,,,,,,8.270000000000
A,USD,STD,INDL,C,164155,2013,,330.6940,,109.8570,0.0000,220.8370,18.7970,-1.3290,0.0000,26.4760,,106.7010,,8.270000000000
A,USD,STD,INDL,C,164156,2013,,,,,,,,,,0.8500,,,,18.880000000000
A,USD,STD,INDL,C,164158,2013,,,,,,,,,,1.6000,,,,36.121000000000
A,USD,STD,INDL,C,164159,2013,,,,,,,,,,8.7500,,,,26.340000000000
A,USD,STD,INDL,C,164161,2013,,,,,,,,,,5.8000,,,,34.110000000000
A,USD,STD,INDL,C,164162,2013,,,,,,,,,,12.1000,,,,26.630000000000
A,USD,STD,INDL,C,164163,2013,,,,,,,,,,1.0000,,,,31.590000000000
A,USD,STD,INDL,C,164164,2013,,,,,,,,,,17.5500,,,,53.480000000000
A,USD,STD,INDL,C,164165,2013,,,,,,,,,,7.8000,,,,37.050000000000
A,CAD,STD,INDL,C,164169,2013,1140.7500,5338.5960,2458.0170,4565.6860,168.7870,768.8720,126.8730,-498.2810,54.3830,172.9700,,794.8530,3374.6447,19.510000000000
A,CAD,STD,INDL,C,164182,2013,199.8950,467.8000,112.8230,293.9870,0.0000,173.8130,8.1260,-6.8290,4.7820,27.0890,,172.2090,127.5892,4.710000000000
I,USD,STD,INDL,C,164189,2013,,,,,,,,,,6.8800,,,,14.490000000000
A,CAD,STD,INDL,C,164190,2013,3288.0000,9470.0000,3190.0000,10867.0000,0.0000,-1460.0000,0.0000,6.0000,962.0000,284.5320,37.0000,4333.0000,2108.3821,7.410000000000
I,USD,STD,INDL,C,164192,2013,,,,,,,,,,35.8500,,,,27.990000000000
A,USD,STD,INDL,C,164197,2013,,,,,,,,,,63.6150,,,,14.010000000000
A,USD,STD,INDL,C,164211,2013,246.5390,316.7630,40.6670,46.0660,0.0000,270.6970,19.9650,27.3760,12.7720,32.9080,,0.0000,,14.150000000000
A,CAD,STD,INDL,C,164218,2013,19.9670,96.2860,11.9510,17.2830,0.0000,79.0030,0.0000,-23.2850,43.2960,364.0290,,0.0000,251.1800,0.690000000000
I,USD,STD,INDL,C,164255,2013,56.6830,97.9160,61.8730,71.0740,0.0000,26.8420,0.5880,2.0800,14.7110,17.1550,0.0000,0.0000,213.2367,12.430000000000
A,CAD,STD,INDL,C,164262,2013,16.6230,18.1920,0.5630,0.5630,0.0000,19.6310,0.0000,-39.6780,7.0960,107.9150,,0.0000,12.9498,0.120000000000
I,USD,STD,INDL,C,164266,2013,353.9790,392.6500,95.6890,315.7030,0.0000,76.9470,0.0000,-42.6130,7.5350,75.8030,,208.4140,4837.7475,63.820000000000
I,USD,STD,INDL,C,164271,2013,841.3800,5046.7240,657.9960,3537.7850,0.0000,1508.9390,0.5880,364.4000,260.8230,,,2195.0100,,
I,USD,STD,INDL,C,164275,2013,24.7620,49.0990,9.1440,19.2680,0.0000,29.8310,4.1850,7.0780,0.3670,52.2830,,1.6410,106.6573,2.040000000000
A,USD,STD,INDL,C,164276,2013,8.6390,9.9700,2.9110,2.9510,0.0030,7.0190,0.0000,-0.3750,0.2550,5.2010,,0.0000,3.0686,0.590000000000
I,USD,STD,INDL,C,164284,2013,1.7130,20.0880,5.5320,8.8490,0.0000,10.8440,0.0000,-5.2140,3.6590,5.3880,0.1200,1.7360,28.9336,5.370000000000
I,USD,STD,INDL,C,164290,2013,8.4020,49.8680,14.8780,27.5100,0.0000,22.3580,0.0000,2.7120,14.4450,8.6030,,3.5000,159.3276,18.520000000000
A,USD,STD,INDL,C,164293,2013,10.3510,14.1320,5.6520,5.8360,0.0000,8.2960,0.0000,-25.9480,5.1880,47.5020,-0.2960,0.0000,30.4013,0.640000000000
A,USD,STD,INDL,C,164296,2013,2410.0000,14979.0000,1294.0000,8746.0000,0.0000,6196.0000,0.0000,1075.0000,115.0000,350.2000,-62.0000,6499.0000,31128.3340,90.420000000000
I,CAD,STD,INDL,C,164298,2013,1.2100,3.1700,2.1590,3.7090,0.0000,-0.5390,0.0000,-2.3880,0.0050,14.6880,,2.9520,0.8813,0.060000000000
A,CAD,STD,INDL,C,164300,2013,7.1450,328.6810,2.0480,58.8720,0.0000,269.8090,24.6130,23.7510,0.0000,29.9340,,46.9020,398.1222,13.300000000000
A,CAD,STD,INDL,C,164312,2013,10.9480,58.7900,8.6770,29.6990,0.0000,29.0910,3.3260,3.1290,9.7560,16.0590,0.0000,20.7230,47.6952,2.970000000000
I,CAD,STD,INDL,C,164313,2013,10.1230,116.0830,50.1750,83.6210,0.0000,32.4620,1.9990,-6.5430,5.9980,9.0410,,25.1020,16.4546,1.820000000000
I,USD,STD,FS,C,164320,2013,,556.7480,,494.4130,,62.3350,0.0720,,,,,,54.4791,9.610000000000
I,USD,STD,INDL,C,164320,2013,,556.7480,,494.4130,,62.3350,0.0720,3.1660,,5.6690,,,54.4791,9.610000000000
I,CAD,STD,INDL,C,164341,2013,,143.1980,,0.0790,0.0000,71.5680,3.9000,7.7950,0.0000,3.1200,,0.0000,63.0240,20.200000000000
I,CAD,STD,INDL,C,164351,2013,38.4450,52.3210,32.3920,36.9860,0.0000,15.3350,0.0000,4.4190,1.4750,253.2400,-0.3950,5.4200,22.7916,0.090000000000
I,USD,STD,FS,C,164364,2013,,15623.0700,,14288.7430,,1334.3270,22.4040,,,,,,3541.5254,25.580000000000
A,USD,STD,INDL,C,164363,2013,2653.0000,5699.0000,363.0000,3262.0000,0.0000,2238.0000,115.0000,-126.0000,172.0000,113.5040,2.0000,2413.0000,2618.5373,23.070000000000
I,USD,STD,INDL,C,164364,2013,,15623.0700,,14288.7430,0.0000,1334.3270,22.4040,112.0310,24.5440,138.4490,,,3541.5254,25.580000000000
A,USD,STD,FS,C,164365,2013,,1947.0390,,1732.5670,,214.4720,0.0000,,,,,,347.9739,11.100000000000
A,USD,STD,INDL,C,164365,2013,,1947.0390,,1732.5670,0.0000,214.4720,0.0000,14.7080,5.3600,31.3490,,,347.9739,11.100000000000
A,CAD,STD,INDL,C,164366,2013,,,,,,,,,,5.9970,,,,12.290000000000
I,USD,STD,FS,C,164368,2013,,977.5740,,893.9260,,83.6480,1.3810,,,,,,153.1869,2.300000000000
I,USD,STD,INDL,C,164368,2013,,977.5740,,893.9260,0.0000,83.6480,1.3810,-13.4490,1.4180,66.6030,,,153.1869,2.300000000000
I,USD,STD,INDL,C,164369,2013,68.6010,281.3800,97.6110,112.5880,77.3000,168.7920,0.0000,-21.8060,5.1930,20.2080,,1.3550,230.1691,11.390000000000
A,CAD,STD,INDL,C,164391,2013,60.0000,137.1000,18.1000,25.3000,0.0000,111.8000,7.2000,24.6000,21.9000,50.0460,,6.7000,185.1702,3.700000000000
A,USD,STD,INDL,C,164401,2013,0.1250,0.1250,1.0550,1.0660,0.0000,-0.9410,0.0000,-2.8640,0.0000,2058.0700,0.0180,0.0000,102.9035,0.050000000000
I,USD,STD,FS,C,164404,2013,,619.4930,,482.1700,,137.3230,0.0000,,,,,,80.4646,2.320000000000
I,USD,STD,INDL,C,164404,2013,,619.4930,,482.1700,0.0000,137.3230,0.0000,11.7550,5.7930,34.6830,0.0000,300.6770,80.4646,2.320000000000
I,USD,STD,INDL,C,164408,2013,116.0390,775.4830,71.1790,419.1640,0.0000,354.9590,0.0000,10.4260,24.0790,60.2230,,296.2070,955.1368,15.860000000000
I,USD,STD,INDL,C,164411,2013,9.4530,11.0100,2.7220,2.7220,5.7900,8.2880,0.1680,-2.7450,0.0780,2.9930,0.0160,0.0000,10.3558,3.460000000000
A,USD,STD,INDL,C,164416,2013,300.6610,416.3370,80.9150,85.6480,0.0000,330.6890,0.0000,27.6410,6.8290,28.9350,,0.0000,1006.0700,34.770000000000
I,USD,STD,INDL,C,164422,2013,234.9390,956.4750,99.0790,355.2510,0.0000,601.2240,0.0000,5.8940,14.2890,43.9960,,170.3170,2115.3277,48.080000000000
I,USD,STD,INDL,C,164432,2013,70.1990,127.3940,41.1880,45.5870,0.0000,81.8070,0.0000,7.7380,1.2600,12.9260,,1.0000,85.5701,6.620000000000
I,CAD,STD,INDL,C,164443,2013,2.4070,3.1490,2.5550,2.5550,0.0000,0.5940,0.0000,-4.4330,0.0110,38.8840,,0.0000,29.5518,0.760000000000
A,USD,STD,INDL,C,164471,2013,1074.4000,5828.5000,346.0000,4312.3000,0.0000,1516.2000,84.3000,233.7000,25.5000,351.8170,0.4000,3037.0000,8042.5366,22.860000000000
A,USD,STD,INDL,C,164494,2013,2944.2000,5107.2000,1335.6000,3626.2000,0.0000,1480.5000,0.0000,-621.4000,272.6000,144.7980,,1167.3000,4934.7158,34.080000000000
A,USD,STD,INDL,C,164506,2013,841.7000,2382.9000,445.1000,1680.6000,0.0000,702.3000,0.0000,77.1000,36.6000,113.6640,0.6000,920.9000,763.8221,6.720000000000
I,USD,STD,INDL,C,164510,2013,14.3390,17.1390,6.7960,9.8030,0.0000,7.3360,0.0000,-11.7180,0.0850,52.3040,-0.4450,1.7300,97.2854,1.860000000000
I,USD,STD,INDL,C,164511,2013,20.8100,23.5860,4.9370,5.5840,0.0000,18.0020,0.5550,-19.9870,0.0250,13.7200,-1.5040,0.0000,51.3128,3.740000000000
A,USD,STD,INDL,C,164532,2013,7107.9090,11726.0170,1822.4930,5008.5960,0.0000,6347.3440,0.0000,1737.6090,455.3630,350.3040,,2917.0400,,177.880000000000
I,USD,STD,INDL,C,164534,2013,600.1130,5947.7610,520.4060,4376.0560,0.8140,1571.7050,156.1690,299.0280,255.5930,69.2090,60.5040,3853.2210,1588.3466,22.950000000000
A,USD,STD,INDL,C,164538,2013,1.3150,1.3410,0.5500,0.5500,0.0000,0.7910,0.0000,-1.7450,0.0000,94.9160,,0.0000,4.7458,0.050000000000
A,USD,STD,INDL,C,164557,2013,417.5450,620.9930,42.8200,82.5410,0.0000,538.4520,0.0000,60.2080,28.9200,23.2060,,10.5520,1478.2222,63.700000000000
A,CAD,STD,INDL,C,164563,2013,199.8980,402.5240,105.1960,366.4840,0.0000,36.0400,0.0000,-17.3810,8.1070,71.6310,,291.9790,21.4893,0.300000000000
